UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Item01,Item02,Item03,Item04,Item05,Item06,Item07,Item08,Item09,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24
10188,10276995,ont-gamified,Vandals,Master,Yee Achiever,4,3,4,3,5,1,3,1,3,1,7,3,2,1,3,1,1,1,3,4,4,3,7,1
10189,9363926,ont-gamified,Vikings,Apprentice,Social Achiever,1,5,5,4,1,4,3,4,2,6,4,2,1,1,5,1,5,2,6,5,4,2,1,1
10190,10276907,w/o-gamified,Grupo4,Apprentice,NA,2,3,4,5,5,5,5,4,4,4,5,4,3,5,7,7,7,6,4,5,3,3,3,3
10191,10276981,w/o-gamified,Grupo1,Master,NA,1,5,4,4,2,4,4,5,2,4,7,2,2,1,5,1,5,1,6,4,3,3,1,3
10192,10276682,ont-gamified,Attractive Devils,Apprentice,Social Achiever,4,3,7,6,4,4,5,4,5,5,3,1,1,4,3,4,2,4,4,3,4,4,4,6
10193,10276762,ont-gamified,Vandals,Apprentice,Yee Achiever,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1
10197,10276661,w/o-gamified,Grupo8,Apprentice,NA,4,4,4,4,4,2,3,4,2,4,5,2,3,3,2,3,3,5,3,3,5,3,3,5
10198,10310888,ont-gamified,Attractive Devils,Apprentice,Social Achiever,5,5,6,4,4,6,3,6,3,6,3,2,2,4,1,4,4,4,4,4,4,6,6,4
10199,10276737,w/o-gamified,Grupo1,Apprentice,NA,1,3,4,4,4,5,4,5,3,5,4,3,4,4,3,2,5,3,6,3,4,3,6,4
10200,9795272,ont-gamified,Warriors,Apprentice,Social Achiever,3,5,6,5,2,2,1,2,5,6,3,5,1,5,3,5,4,4,5,2,5,4,2,5
10201,10276928,w/o-gamified,Grupo11,Apprentice,NA,6,3,5,6,5,4,3,4,6,5,5,3,3,3,5,2,3,4,4,4,6,5,6,5
10202,10277036,ont-gamified,Silly Knights,Apprentice,Social Achiever,3,2,5,5,4,5,2,2,3,5,3,3,2,3,3,3,2,3,2,3,3,3,3,3
10203,9921470,ont-gamified,Mercenaries,Apprentice,Social Achiever,5,1,7,7,4,1,1,1,4,6,3,4,1,2,4,5,1,1,1,5,3,5,6,4
10204,10310471,w/o-gamified,Grupo6,Apprentice,NA,1,7,4,4,1,7,1,7,1,7,1,1,4,7,7,7,7,7,7,4,1,1,1,1
10206,10310721,w/o-gamified,Grupo8,Apprentice,NA,3,3,5,5,5,2,2,2,5,5,4,4,2,3,3,2,2,3,2,3,4,4,4,2
10208,10276932,ont-gamified,Mercenaries,Master,Social Achiever,3,4,5,3,5,4,2,2,4,4,5,4,2,2,4,2,2,2,5,5,4,4,3,4
10209,10262669,ont-gamified,Mafia,Apprentice,Social Achiever,2,7,3,3,1,7,3,7,2,2,7,2,2,2,7,1,7,1,5,6,2,2,1,4
10210,10277015,w/o-gamified,Grupo6,Apprentice,NA,1,7,7,4,1,7,1,7,1,7,1,1,1,7,7,7,7,7,7,7,1,1,1,1
10213,10277040,w/o-gamified,Grupo7,Apprentice,NA,1,7,7,7,3,7,1,7,4,7,4,4,1,1,7,7,7,7,7,1,4,3,1,7
10214,10277022,ont-gamified,Vikings,Apprentice,Social Achiever,1,6,7,4,1,7,1,6,1,7,2,1,1,5,6,1,2,4,5,6,2,1,1,1
10215,9285227,ont-gamified,Vikings,Master,Social Achiever,3,2,2,6,4,4,4,1,4,1,1,5,1,1,5,1,1,1,1,6,5,5,5,2
10216,10276720,ont-gamified,Silly Knights,Master,Social Achiever,7,2,4,6,4,1,2,3,4,4,7,5,1,1,3,1,2,1,3,1,4,5,5,3
10217,9805341,w/o-gamified,Grupo9,Apprentice,NA,4,4,3,6,3,4,4,2,5,2,7,4,3,1,4,1,5,1,4,3,5,5,3,3
10218,9842913,w/o-gamified,Grupo10,Apprentice,NA,4,4,4,4,3,5,4,4,4,5,5,4,4,4,4,5,5,4,3,3,4,4,5,4
10219,10276831,w/o-gamified,Grupo3,Master,NA,4,1,1,1,1,4,7,7,1,2,7,2,5,1,7,1,7,1,7,7,1,2,2,1
10220,9760151,w/o-gamified,Grupo3,Apprentice,NA,1,1,4,7,7,4,1,1,4,7,7,4,1,1,1,1,1,1,1,4,4,1,1,1
10221,9082496,ont-gamified,Warriors,Apprentice,Social Achiever,2,6,5,3,2,5,3,6,3,5,6,3,2,4,4,2,4,6,4,6,3,3,3,2
10223,9795185,ont-gamified,Slayers,Master,Social Achiever,5,4,5,5,4,3,4,4,5,4,4,5,4,4,4,4,4,2,4,3,6,5,3,4
10224,9368772,ont-gamified,Mercenaries,Apprentice,Social Achiever,4,4,5,5,3,4,5,4,4,6,3,4,4,4,5,5,5,5,4,3,4,4,4,4
10226,10310342,w/o-gamified,Grupo4,Apprentice,NA,1,7,1,1,1,7,7,7,1,1,1,1,7,7,7,7,7,7,4,4,4,1,1,1
10227,9274382,w/o-gamified,Grupo5,Master,NA,5,3,4,5,5,3,3,3,3,3,5,5,5,5,4,4,4,3,3,3,6,4,4,3
10228,10310492,ont-gamified,Resistance,Apprentice,Social Achiever,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,3,2,2,1,2,2,1,1,1
10230,10351992,ont-gamified,Resistance,Master,Social Achiever,4,3,3,6,4,3,2,5,5,5,6,5,3,5,5,4,4,6,6,3,5,4,3,4
10231,10276911,w/o-gamified,Grupo9,Master,NA,6,2,1,6,7,2,4,2,4,1,7,5,3,1,1,1,1,1,2,4,4,4,5,4
10232,10276974,w/o-gamified,Grupo7,Apprentice,NA,4,3,5,5,4,4,1,4,4,6,3,5,1,2,3,2,3,2,1,2,5,4,4,5
10234,10310676,w/o-gamified,Grupo4,Master,NA,1,7,1,5,3,6,6,6,2,4,7,2,6,4,6,2,6,2,6,5,2,2,1,1
10237,10377688,ont-gamified,Outlaws,Apprentice,Social Achiever,4,3,4,5,5,3,4,4,5,5,3,6,2,6,6,5,3,4,4,4,3,3,3,3
10238,10276953,w/o-gamified,Grupo2,Master,NA,3,5,5,5,4,5,2,4,4,5,3,4,1,5,7,5,5,5,4,4,4,4,4,4
